unit_id,teryt_id,name,level,kind,period_start,period_end,population_start,population_end,type,pop_rate,pop_points,migr_rate,migr_points,age_rate,age_points,empl_rate,empl_points,unempl_rate,unempl_points,revenue_rate,revenue_points,score,status
011212001011,1201011,Bochnia,6,1,2003,2008,29423,29605,M,0.0012,3,-11.2703,2,0.0041,3,0.0385,3,-0.0079,1,0.1411,2,14,B
011212001011,1201011,Bochnia,6,1,2004,2009,29536,29748,M,0.0014,3,-11.0945,2,0.0019,3,0.0235,2,-0.0048,1,0.1018,2,13,C
011212001011,1201011,Bochnia,6,1,2005,2010,29487,30166,M,0.0046,3,-11.0624,2,0.0030,3,0.0383,3,-0.0039,4,0.0821,2,17,B
011212001011,1201011,Bochnia,6,1,2006,2011,29404,30300,M,0.0060,3,-5.7131,2,0.0018,3,0.0291,3,-0.0007,2,0.0628,2,15,B
011212001011,1201011,Bochnia,6,1,2007,2012,29444,30303,M,0.0058,3,-4.8335,2,0.0004,3,0.0192,2,0.0028,0,0.0716,2,12,C
011212001011,1201011,Bochnia,6,1,2008,2013,29605,30219,M,0.0041,3,-8.1862,2,-0.0043,0,-0.0049,1,0.0042,0,0.0198,2,8,D
011212001011,1201011,Bochnia,6,1,2009,2014,29748,30104,M,0.0024,3,-9.8032,2,-0.0072,0,0.0048,2,0.0005,0,0.0686,2,9,D
011212001011,1201011,Bochnia,6,1,2010,2015,30166,30107,M,-0.0004,3,-8.4109,2,-0.0120,0,-0.0020,1,-0.0011,3,0.0634,2,11,C
011212001011,1201011,Bochnia,6,1,2011,2016,30300,30048,M,-0.0017,2,-11.0667,1,-0.0134,0,0.0022,2,-0.0024,3,0.0725,2,10,D
011212001011,1201011,Bochnia,6,1,2012,2017,30303,29992,M,-0.0021,2,-13.3902,1,-0.0147,0,0.0107,2,-0.0043,0,0.0693,2,7,D
011212001011,1201011,Bochnia,6,1,2013,2018,30219,29922,M,-0.0020,2,-12.5656,1,-0.0136,0,0.0107,2,-0.0049,0,0.0812,3,8,D
011212001011,1201011,Bochnia,6,1,2014,2019,30104,29718,M,-0.0026,2,-17.5113,1,-0.0140,1,0.0129,2,-0.0050,2,0.0425,2,10,D
011212001011,1201011,Bochnia,6,1,2015,2020,30107,29554,M,-0.0037,2,-19.9475,1,-0.0139,1,0.0077,2,-0.0018,3,0.0635,2,11,C
011212001011,1201011,Bochnia,6,1,2016,2021,30048,29317,M,-0.0049,2,-23.3367,1,-0.0145,1,0.0120,2,-0.0019,1,0.0762,2,9,D
011212001022,1201022,Bochnia,6,2,2003,2008,16845,18624,R,0.0203,4,15.5038,4,0.0342,4,0.1487,4,-0.0066,3,0.1133,2,21,A
011212001022,1201022,Bochnia,6,2,2004,2009,18207,18694,R,0.0053,4,16.7576,4,0.0168,4,0.1137,4,-0.0046,4,0.1285,3,23,A
011212001022,1201022,Bochnia,6,2,2005,2010,18293,18784,R,0.0053,3,12.8188,3,0.0136,3,0.0912,4,-0.0023,2,0.0882,2,17,B
011212001022,1201022,Bochnia,6,2,2006,2011,18458,18960,R,0.0054,3,13.6962,3,0.0114,3,0.0840,4,0.0008,0,0.0975,2,15,B
011212001022,1201022,Bochnia,6,2,2007,2012,18567,19091,R,0.0056,3,14.5710,4,0.0093,3,0.0710,4,0.0041,0,0.0911,3,17,B
011212001022,1201022,Bochnia,6,2,2008,2013,18624,19305,R,0.0072,3,18.9678,4,0.0088,3,0.0305,3,0.0035,0,0.0888,4,17,B
011212001022,1201022,Bochnia,6,2,2009,2014,18694,19421,R,0.0077,4,17.6419,4,0.0070,3,0.0662,4,0.0009,0,0.0908,3,18,B
011212001022,1201022,Bochnia,6,2,2010,2015,18784,19530,R,0.0078,4,17.5354,4,0.0069,4,0.0695,4,-0.0013,3,0.1476,4,23,A
011212001022,1201022,Bochnia,6,2,2011,2016,18960,19606,R,0.0067,4,15.3620,4,0.0046,4,0.0909,4,-0.0027,3,0.0918,3,22,A
011212001022,1201022,Bochnia,6,2,2012,2017,19091,19744,R,0.0067,4,14.4408,4,0.0031,4,0.0607,4,-0.0045,4,0.1327,4,24,A
011212001022,1201022,Bochnia,6,2,2013,2018,19305,19872,R,0.0058,4,8.9426,4,0.0013,4,0.0652,4,-0.0040,2,0.1047,4,22,A
011212001022,1201022,Bochnia,6,2,2014,2019,19421,20024,R,0.0061,4,10.9576,4,0.0005,4,0.0348,3,-0.0044,4,0.1087,4,23,A
011212001022,1201022,Bochnia,6,2,2015,2020,19530,20152,R,0.0063,4,14.6793,4,0.0000,4,0.0179,2,-0.0016,2,0.0978,2,18,B
011212001022,1201022,Bochnia,6,2,2016,2021,19606,20141,R,0.0054,4,12.7515,4,-0.0010,4,0.0068,2,-0.0016,3,0.1121,3,20,A
011212001032,1201032,Drwinia,6,2,2003,2008,6321,6343,R,0.0007,3,8.0326,3,0.0123,3,0.0385,3,-0.0051,2,0.0456,2,16,B
011212001032,1201032,Drwinia,6,2,2004,2009,6282,6395,R,0.0036,3,13.3830,4,0.0131,3,0.0419,3,-0.0034,2,0.1004,2,17,B
011212001032,1201032,Drwinia,6,2,2005,2010,6291,6458,R,0.0053,3,10.3382,3,0.0117,3,0.0660,4,-0.0019,2,0.0823,2,17,B
011212001032,1201032,Drwinia,6,2,2006,2011,6362,6465,R,0.0032,3,5.2908,3,0.0081,3,0.0411,3,0.0016,0,0.1081,3,15,B
011212001032,1201032,Drwinia,6,2,2007,2012,6367,6539,R,0.0053,3,9.2422,3,0.0077,3,0.0115,2,0.0036,0,0.0631,2,13,C
011212001032,1201032,Drwinia,6,2,2008,2013,6343,6513,R,0.0053,3,9.1174,3,0.0066,3,0.0343,3,0.0042,0,0.0862,3,15,B
011212001032,1201032,Drwinia,6,2,2009,2014,6395,6484,R,0.0028,3,3.9808,3,0.0018,3,0.0317,3,0.0007,0,0.0922,3,15,B
011212001032,1201032,Drwinia,6,2,2010,2015,6458,6535,R,0.0024,3,3.0517,3,0.0018,3,0.0500,4,-0.0018,3,0.1200,4,20,A
011212001032,1201032,Drwinia,6,2,2011,2016,6465,6513,R,0.0015,3,0.8941,3,-0.0005,3,0.0359,3,-0.0021,3,0.0670,2,17,B
011212001032,1201032,Drwinia,6,2,2012,2017,6539,6505,R,-0.0010,2,-2.9235,3,-0.0039,2,0.0348,3,-0.0039,3,0.0906,3,16,B
011212001032,1201032,Drwinia,6,2,2013,2018,6513,6517,R,0.0001,3,-2.6158,3,-0.0046,3,0.0441,3,-0.0050,4,0.0578,2,18,B
011212001032,1201032,Drwinia,6,2,2014,2019,6484,6534,R,0.0015,3,-5.0516,2,-0.0043,3,0.0597,4,-0.0045,4,0.0821,3,19,A
011212001032,1201032,Drwinia,6,2,2015,2020,6535,6494,R,-0.0013,3,-8.7473,2,-0.0077,2,0.0306,3,-0.0018,3,0.1034,3,16,B
011212001032,1201032,Drwinia,6,2,2016,2021,6513,6488,R,-0.0008,3,-5.0523,2,-0.0078,3,0.0409,4,-0.0014,3,0.1413,4,19,A
011212001042,1201042,Lipnica Murowana,6,2,2003,2008,5442,5545,R,0.0038,3,0.1927,3,0.0231,4,-0.0104,0,-0.0078,4,0.1323,2,16,B
011212001042,1201042,Lipnica Murowana,6,2,2004,2009,5466,5570,R,0.0038,3,-2.1515,2,0.0213,4,-0.0020,1,-0.0052,4,0.0663,2,16,B
011212001042,1201042,Lipnica Murowana,6,2,2005,2010,5474,5535,R,0.0022,3,-5.0462,2,0.0183,4,0.0216,2,-0.0024,2,0.1472,4,17,B
011212001042,1201042,Lipnica Murowana,6,2,2006,2011,5513,5547,R,0.0012,3,-5.2287,2,0.0131,3,0.0506,3,0.0008,0,0.1833,4,15,B
011212001042,1201042,Lipnica Murowana,6,2,2007,2012,5528,5553,R,0.0009,3,-8.4669,2,0.0112,3,0.0790,4,0.0043,0,0.1993,4,16,B
011212001042,1201042,Lipnica Murowana,6,2,2008,2013,5545,5574,R,0.0010,3,-10.0797,2,0.0096,3,0.0685,4,0.0041,0,0.1445,4,16,B
011212001042,1201042,Lipnica Murowana,6,2,2009,2014,5570,5587,R,0.0006,3,-9.0003,2,0.0058,3,0.0871,4,0.0013,0,0.1181,4,16,B
011212001042,1201042,Lipnica Murowana,6,2,2010,2015,5535,5601,R,0.0024,3,-6.4709,2,0.0060,4,0.0788,4,-0.0025,3,0.0948,3,19,A
011212001042,1201042,Lipnica Murowana,6,2,2011,2016,5547,5633,R,0.0031,3,-7.1838,2,0.0038,4,0.0768,4,-0.0028,1,0.0031,2,16,B
011212001042,1201042,Lipnica Murowana,6,2,2012,2017,5553,5648,R,0.0034,4,-6.5860,2,0.0017,4,0.0661,4,-0.0057,2,-0.0316,0,16,B
011212001042,1201042,Lipnica Murowana,6,2,2013,2018,5574,5642,R,0.0024,3,-10.1071,2,-0.0015,3,0.0610,4,-0.0047,3,-0.0151,0,15,B
011212001042,1201042,Lipnica Murowana,6,2,2014,2019,5587,5659,R,0.0026,3,-9.5678,2,-0.0019,4,0.0286,3,-0.0056,3,0.0928,3,18,B
011212001042,1201042,Lipnica Murowana,6,2,2015,2020,5601,5642,R,0.0015,3,-12.0492,2,-0.0037,3,0.0303,3,-0.0025,4,0.1319,4,19,A
011212001042,1201042,Lipnica Murowana,6,2,2016,2021,5633,5639,R,0.0002,3,-14.3540,1,-0.0050,3,0.0233,3,-0.0023,2,0.1258,4,16,B
011212001052,1201052,Łapanów,6,2,2003,2008,7368,7605,R,0.0064,4,22.7616,4,0.0217,4,0.0393,3,-0.0087,4,0.1070,2,21,A
011212001052,1201052,Łapanów,6,2,2004,2009,7443,7666,R,0.0059,4,21.6985,4,0.0202,4,0.0075,2,-0.0039,3,0.1413,4,21,A
011212001052,1201052,Łapanów,6,2,2005,2010,7491,7709,R,0.0058,3,24.5272,4,0.0199,4,0.0944,4,-0.0014,1,0.1142,3,19,A
011212001052,1201052,Łapanów,6,2,2006,2011,7563,7771,R,0.0054,3,18.9858,4,0.0185,4,0.0583,4,0.0023,0,0.3128,4,19,A
011212001052,1201052,Łapanów,6,2,2007,2012,7613,7772,R,0.0041,3,15.2622,4,0.0140,4,0.0461,4,0.0032,0,0.3140,4,19,A
011212001052,1201052,Łapanów,6,2,2008,2013,7605,7841,R,0.0061,3,23.5282,4,0.0145,4,0.0245,3,0.0052,0,0.2268,4,18,B
011212001052,1201052,Łapanów,6,2,2009,2014,7666,7895,R,0.0059,3,27.9727,4,0.0128,4,0.0410,3,0.0011,0,0.2296,4,18,B
011212001052,1201052,Łapanów,6,2,2010,2015,7709,7934,R,0.0058,4,19.6707,4,0.0105,4,-0.0111,1,-0.0007,2,0.1832,4,19,A
011212001052,1201052,Łapanów,6,2,2011,2016,7771,7998,R,0.0058,4,18.9214,4,0.0082,4,0.0050,2,-0.0025,3,0.0015,2,19,A
011212001052,1201052,Łapanów,6,2,2012,2017,7772,8049,R,0.0070,4,16.3614,4,0.0091,4,-0.0241,0,-0.0039,3,-0.0353,0,15,B
011212001052,1201052,Łapanów,6,2,2013,2018,7841,8139,R,0.0075,4,14.3097,4,0.0080,4,-0.0185,0,-0.0040,2,0.0146,2,16,B
011212001052,1201052,Łapanów,6,2,2014,2019,7895,8197,R,0.0075,4,10.5005,4,0.0057,4,-0.0288,0,-0.0044,4,-0.0035,0,16,B
011212001052,1201052,Łapanów,6,2,2015,2020,7934,8197,R,0.0065,4,13.9164,4,0.0028,4,-0.0444,0,-0.0022,4,0.0937,2,18,B
011212001052,1201052,Łapanów,6,2,2016,2021,7998,8242,R,0.0060,4,12.8384,4,0.0026,4,-0.0522,0,-0.0012,2,0.0823,2,16,B
011212001063,1201063,Nowy Wiśnicz,6,3,2003,2008,2706,2751,S,0.0061,4,13.9304,4,0.0171,4,0.0340,3,-0.0075,4,0.2139,4,23,A
011212001063,1201063,Nowy Wiśnicz,6,3,2004,2009,2724,2740,S,0.0053,4,10.7736,3,0.0153,4,0.0208,2,-0.0043,3,0.1609,4,20,A
011212001063,1201063,Nowy Wiśnicz,6,3,2005,2010,2716,2758,S,0.0061,3,13.8628,4,0.0154,3,0.0214,2,-0.0034,3,0.1984,4,19,A
011212001063,1201063,Nowy Wiśnicz,6,3,2006,2011,2741,2768,S,0.0075,3,17.5753,4,0.0170,4,0.0392,3,0.0007,0,0.2092,4,18,B
011212001063,1201063,Nowy Wiśnicz,6,3,2007,2012,2754,2768,S,0.0066,3,12.3051,3,0.0135,4,0.0083,2,0.0044,0,0.2195,4,16,B
011212001063,1201063,Nowy Wiśnicz,6,3,2008,2013,2751,2757,S,0.0070,3,10.4735,3,0.0114,4,0.0070,2,0.0046,0,0.0918,4,16,B
011212001063,1201063,Nowy Wiśnicz,6,3,2009,2014,2740,2767,S,0.0077,4,11.6645,3,0.0105,4,0.0224,3,0.0004,0,0.1256,4,18,B
011212001063,1201063,Nowy Wiśnicz,6,3,2010,2015,2758,2761,S,0.0072,4,8.5753,3,0.0087,4,-0.0010,1,-0.0010,2,0.0631,2,16,B
011212001063,1201063,Nowy Wiśnicz,6,3,2011,2016,2768,2780,S,0.0071,4,7.3373,3,0.0055,4,0.0050,2,-0.0035,4,0.0437,2,19,A
011212001063,1201063,Nowy Wiśnicz,6,3,2012,2017,2768,2728,S,0.0062,4,9.8858,4,0.0032,4,0.0336,3,-0.0052,4,0.0125,2,21,A
011212001063,1201063,Nowy Wiśnicz,6,3,2013,2018,2757,2745,S,0.0067,4,8.8888,4,0.0035,4,0.0332,3,-0.0052,4,0.0701,2,21,A
011212001063,1201063,Nowy Wiśnicz,6,3,2014,2019,2767,2758,S,0.0071,4,10.3513,4,0.0021,4,0.0300,3,-0.0048,4,0.0834,3,22,A
011212001063,1201063,Nowy Wiśnicz,6,3,2015,2020,2761,2763,S,0.0070,4,11.5443,4,0.0008,4,0.0337,3,-0.0022,4,0.1346,4,23,A
011212001063,1201063,Nowy Wiśnicz,6,3,2016,2021,2780,2748,S,0.0059,4,12.6326,4,0.0001,4,0.0460,4,-0.0018,4,0.1156,3,23,A
011212001072,1201072,Rzezawa,6,2,2003,2008,10377,10630,R,0.0048,4,4.1390,3,0.0208,4,-0.0186,0,-0.0081,1,0.0523,2,14,B
011212001072,1201072,Rzezawa,6,2,2004,2009,10427,10704,R,0.0053,4,5.8082,3,0.0211,4,0.0272,2,-0.0038,1,0.1452,4,18,B
011212001072,1201072,Rzezawa,6,2,2005,2010,10452,10940,R,0.0092,4,10.5297,3,0.0232,4,0.0389,3,-0.0025,3,0.1677,4,21,A
011212001072,1201072,Rzezawa,6,2,2006,2011,10512,10995,R,0.0090,4,12.1584,3,0.0222,4,0.0331,3,-0.0001,2,0.1900,4,20,A
011212001072,1201072,Rzezawa,6,2,2007,2012,10579,11072,R,0.0092,4,15.5798,4,0.0198,4,0.0841,4,0.0031,0,0.1691,4,20,A
011212001072,1201072,Rzezawa,6,2,2008,2013,10630,11087,R,0.0085,4,16.9183,4,0.0163,4,0.0855,4,0.0047,0,0.1139,4,20,A
011212001072,1201072,Rzezawa,6,2,2009,2014,10704,11128,R,0.0078,4,14.2304,4,0.0128,4,0.0693,4,0.0004,0,0.0819,2,18,B
011212001072,1201072,Rzezawa,6,2,2010,2015,10940,11117,R,0.0032,3,10.8483,4,0.0075,4,0.0765,4,-0.0020,2,0.0874,2,19,A
011212001072,1201072,Rzezawa,6,2,2011,2016,10995,11158,R,0.0029,3,9.0293,4,0.0042,4,0.0923,4,-0.0024,1,0.0959,4,20,A
011212001072,1201072,Rzezawa,6,2,2012,2017,11072,11239,R,0.0030,3,8.5888,4,0.0015,4,0.0693,4,-0.0048,1,0.0928,4,20,A
011212001072,1201072,Rzezawa,6,2,2013,2018,11087,11276,R,0.0034,4,5.6859,3,-0.0005,4,0.1116,4,-0.0061,1,0.0940,4,20,A
011212001072,1201072,Rzezawa,6,2,2014,2019,11128,11348,R,0.0039,4,7.7232,4,-0.0017,4,0.0736,4,-0.0066,4,0.1168,4,24,A
011212001072,1201072,Rzezawa,6,2,2015,2020,11117,11430,R,0.0056,4,12.2726,4,-0.0009,4,0.0850,4,-0.0028,2,0.1073,3,21,A
011212001072,1201072,Rzezawa,6,2,2016,2021,11158,11447,R,0.0051,4,14.1945,4,-0.0015,4,0.0612,4,-0.0022,1,0.1052,3,20,A
011212001082,1201082,Trzciana,6,2,2003,2008,5036,5082,R,0.0018,3,-4.5372,2,0.0167,4,0.0669,4,-0.0065,3,0.1386,2,18,B
011212001082,1201082,Trzciana,6,2,2004,2009,5016,5148,R,0.0052,4,-1.4598,3,0.0181,4,0.0469,3,-0.0024,1,0.1207,3,18,B
011212001082,1201082,Trzciana,6,2,2005,2010,5035,5194,R,0.0062,3,-2.1813,2,0.0164,4,0.0139,2,-0.0011,1,0.0847,2,14,B
011212001082,1201082,Trzciana,6,2,2006,2011,5057,5257,R,0.0078,3,4.3088,3,0.0148,4,0.0280,3,-0.0003,2,0.2680,4,19,A
011212001082,1201082,Trzciana,6,2,2007,2012,5066,5352,R,0.0110,4,11.5672,3,0.0144,4,0.0292,3,0.0027,0,0.3902,4,18,B
011212001082,1201082,Trzciana,6,2,2008,2013,5082,5373,R,0.0112,4,11.0408,3,0.0165,4,0.0393,4,0.0035,0,0.0778,3,18,B
011212001082,1201082,Trzciana,6,2,2009,2014,5148,5405,R,0.0098,4,5.2872,3,0.0140,4,0.0368,3,0.0016,0,0.1359,4,18,B
011212001082,1201082,Trzciana,6,2,2010,2015,5194,5428,R,0.0089,4,7.5976,3,0.0142,4,0.0656,4,-0.0011,3,0.0891,3,21,A
011212001082,1201082,Trzciana,6,2,2011,2016,5257,5494,R,0.0089,4,3.7028,3,0.0134,4,0.0295,3,-0.0015,1,-0.0331,0,15,B
011212001082,1201082,Trzciana,6,2,2012,2017,5352,5529,R,0.0065,4,-0.2329,3,0.0102,4,0.0496,4,-0.0037,2,-0.1219,0,17,B
011212001082,1201082,Trzciana,6,2,2013,2018,5373,5582,R,0.0077,4,2.1378,3,0.0050,4,0.0504,4,-0.0037,2,0.1225,4,21,A
011212001082,1201082,Trzciana,6,2,2014,2019,5405,5641,R,0.0086,4,6.6316,3,0.0036,4,0.0931,4,-0.0052,4,0.0923,3,22,A
011212001082,1201082,Trzciana,6,2,2015,2020,5428,5646,R,0.0079,4,7.1629,3,0.0025,4,0.0575,4,-0.0021,4,0.1862,4,23,A
011212001082,1201082,Trzciana,6,2,2016,2021,5494,5654,R,0.0058,4,8.3443,3,0.0003,4,0.1004,4,-0.0019,4,0.1803,4,23,A
011212001092,1201092,Żegocina,6,2,2003,2008,4873,5069,R,0.0079,4,8.6645,3,0.0237,4,0.0536,3,-0.0065,3,0.1389,2,19,A
011212001092,1201092,Żegocina,6,2,2004,2009,4865,5089,R,0.0090,4,5.9199,3,0.0203,4,0.0541,3,-0.0046,4,0.2089,4,22,A
011212001092,1201092,Żegocina,6,2,2005,2010,4933,5173,R,0.0095,4,4.6660,3,0.0173,4,0.0518,4,-0.0022,2,0.0952,2,19,A
011212001092,1201092,Żegocina,6,2,2006,2011,4973,5202,R,0.0090,4,7.2536,3,0.0162,4,0.0329,3,0.0015,0,0.1565,4,18,B
011212001092,1201092,Żegocina,6,2,2007,2012,5015,5263,R,0.0097,4,11.0913,3,0.0138,4,0.0286,3,0.0046,0,0.0418,2,16,B
011212001092,1201092,Żegocina,6,2,2008,2013,5069,5290,R,0.0086,4,7.8524,3,0.0112,3,0.0011,2,0.0047,0,0.0973,4,16,B
011212001092,1201092,Żegocina,6,2,2009,2014,5089,5377,R,0.0111,4,11.8597,3,0.0117,4,0.0137,2,0.0019,0,-0.0121,0,13,C
011212001092,1201092,Żegocina,6,2,2010,2015,5173,5405,R,0.0088,4,11.0865,4,0.0081,4,0.0066,2,-0.0008,2,0.1390,4,20,A
011212001092,1201092,Żegocina,6,2,2011,2016,5202,5444,R,0.0091,4,11.0608,4,0.0070,4,0.0232,2,-0.0024,3,0.0037,2,19,A
011212001092,1201092,Żegocina,6,2,2012,2017,5263,5510,R,0.0092,4,11.8320,4,0.0052,4,0.0240,2,-0.0052,1,0.1316,4,19,A
011212001092,1201092,Żegocina,6,2,2013,2018,5290,5543,R,0.0094,4,7.4159,3,0.0015,4,0.0341,3,-0.0053,4,0.0792,3,21,A
011212001092,1201092,Żegocina,6,2,2014,2019,5377,5560,R,0.0067,4,-0.5015,3,-0.0022,3,0.0432,4,-0.0057,4,0.0986,3,21,A
011212001092,1201092,Żegocina,6,2,2015,2020,5405,5582,R,0.0065,4,-1.2181,3,-0.0018,4,0.0381,3,-0.0034,4,0.0723,2,20,A
011212001092,1201092,Żegocina,6,2,2016,2021,5444,5606,R,0.0059,4,-2.3043,3,-0.0021,4,0.0262,3,-0.0026,2,0.1284,4,20,A
011212006012,1206012,Czernichów,6,2,2003,2008,12828,13058,R,0.0036,3,26.7277,4,0.0147,4,0.0369,3,-0.0050,2,0.1642,3,19,A
011212006012,1206012,Czernichów,6,2,2004,2009,12798,13232,R,0.0067,4,37.5579,4,0.0170,4,0.0402,3,-0.0026,1,0.1464,4,20,A
011212006012,1206012,Czernichów,6,2,2005,2010,12802,13637,R,0.0127,4,46.6842,4,0.0203,4,0.0414,3,0.0003,0,0.1134,3,18,B
011212006012,1206012,Czernichów,6,2,2006,2011,12870,13731,R,0.0130,4,48.3626,4,0.0180,4,0.0743,4,0.0020,0,0.1841,4,20,A
011212006012,1206012,Czernichów,6,2,2007,2012,12935,13887,R,0.0143,4,46.5904,4,0.0174,4,0.0469,4,0.0026,0,0.0604,2,18,B
011212006012,1206012,Czernichów,6,2,2008,2013,13058,13984,R,0.0138,4,46.6761,4,0.0153,4,0.0653,4,0.0028,0,0.0884,4,20,A
011212006012,1206012,Czernichów,6,2,2009,2014,13232,14143,R,0.0134,4,44.8925,4,0.0128,4,0.0658,4,-0.0005,3,0.0876,2,21,A
011212006012,1206012,Czernichów,6,2,2010,2015,13637,14316,R,0.0098,4,32.7198,4,0.0082,4,0.0698,4,-0.0025,4,0.0934,3,23,A
011212006012,1206012,Czernichów,6,2,2011,2016,13731,14474,R,0.0106,4,32.2095,4,0.0084,4,0.0606,4,-0.0030,4,0.0356,2,22,A
011212006012,1206012,Czernichów,6,2,2012,2017,13887,14535,R,0.0092,4,32.0917,4,0.0063,4,0.0820,4,-0.0038,3,0.0722,3,22,A
011212006012,1206012,Czernichów,6,2,2013,2018,13984,14587,R,0.0085,4,27.2839,4,0.0046,4,0.0738,4,-0.0034,1,0.0769,3,20,A
011212006012,1206012,Czernichów,6,2,2014,2019,14143,14712,R,0.0079,4,24.7861,4,0.0036,4,0.0620,4,-0.0027,1,0.1053,4,21,A
011212006012,1206012,Czernichów,6,2,2015,2020,14316,14704,R,0.0054,4,28.3906,4,0.0009,4,0.0683,4,-0.0010,1,0.1542,4,21,A
011212006012,1206012,Czernichów,6,2,2016,2021,14474,14818,R,0.0047,4,29.4851,4,-0.0014,4,0.0571,4,-0.0002,0,0.1496,4,20,A
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2003,2008,7635,7664,R,0.0008,3,4.1803,3,0.0072,3,0.0471,3,-0.0046,1,0.1672,3,16,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2004,2009,7629,7701,R,0.0019,3,5.6050,3,0.0070,3,0.0894,4,-0.0018,1,0.1760,4,18,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2005,2010,7630,7778,R,0.0038,3,7.6646,3,0.0077,3,0.0588,4,-0.0008,1,0.1848,4,18,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2006,2011,7645,7767,R,0.0032,3,2.2140,3,0.0062,3,0.0811,4,-0.0008,3,0.2271,4,20,A
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2007,2012,7644,7751,R,0.0028,3,2.7463,3,0.0033,3,0.0960,4,0.0012,0,0.0678,2,15,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2008,2013,7664,7724,R,0.0016,3,0.5271,3,0.0011,3,0.0820,4,0.0030,0,0.0702,3,16,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2009,2014,7701,7710,R,0.0002,3,0.0062,3,0.0000,3,0.0802,4,0.0002,0,0.0973,3,16,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2010,2015,7778,7714,R,-0.0017,2,-1.9223,3,-0.0042,2,0.0830,4,-0.0018,3,0.0460,2,16,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2011,2016,7767,7721,R,-0.0012,2,0.6519,3,-0.0051,2,0.0966,4,-0.0014,1,0.0017,2,14,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2012,2017,7751,7702,R,-0.0013,2,1.5566,3,-0.0059,2,0.1046,4,-0.0027,1,0.1262,4,16,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2013,2018,7724,7724,R,0.0000,3,3.6281,3,-0.0074,2,0.1006,4,-0.0028,0,0.0696,2,14,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2014,2019,7710,7698,R,-0.0003,3,2.2012,3,-0.0098,2,0.1081,4,-0.0023,0,0.0426,2,14,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2015,2020,7714,7728,R,0.0004,3,4.1422,3,-0.0088,2,0.1147,4,-0.0003,0,0.0986,2,14,B
011212006022,1206022,Igołomia-Wawrzeńczyce,6,2,2016,2021,7721,7686,R,-0.0009,3,1.9298,3,-0.0100,2,0.0985,4,0.0005,0,0.1131,3,15,B
011212006032,1206032,Iwanowice,6,2,2003,2008,8154,8508,R,0.0085,4,41.7721,4,0.0164,4,0.0205,2,-0.0047,1,0.1328,2,17,B
011212006032,1206032,Iwanowice,6,2,2004,2009,8220,8589,R,0.0088,4,45.4641,4,0.0171,4,0.0360,3,-0.0021,1,0.1349,4,20,A
011212006032,1206032,Iwanowice,6,2,2005,2010,8254,8555,R,0.0072,3,43.9822,4,0.0126,3,0.0284,3,0.0001,0,0.0828,2,15,B
011212006032,1206032,Iwanowice,6,2,2006,2011,8311,8640,R,0.0078,3,42.1202,4,0.0104,3,0.0117,2,0.0001,0,0.1109,3,15,B
011212006032,1206032,Iwanowice,6,2,2007,2012,8407,8742,R,0.0078,4,37.7204,4,0.0083,3,0.0264,3,0.0017,0,0.0732,2,16,B
011212006032,1206032,Iwanowice,6,2,2008,2013,8508,8837,R,0.0076,4,39.4860,4,0.0072,3,0.0345,3,0.0021,0,0.0897,4,18,B
011212006032,1206032,Iwanowice,6,2,2009,2014,8589,8924,R,0.0077,4,39.2265,4,0.0056,3,0.0115,2,-0.0015,4,0.0945,3,20,A
011212006032,1206032,Iwanowice,6,2,2010,2015,8555,8970,R,0.0095,4,35.1354,4,0.0064,4,0.0496,4,-0.0030,4,0.1399,4,24,A
011212006032,1206032,Iwanowice,6,2,2011,2016,8640,9014,R,0.0085,4,32.9373,4,0.0060,4,0.0653,4,-0.0017,2,0.0915,3,21,A
011212006032,1206032,Iwanowice,6,2,2012,2017,8742,9098,R,0.0080,4,30.8295,4,0.0047,4,0.0514,4,-0.0033,2,0.1184,4,22,A
011212006032,1206032,Iwanowice,6,2,2013,2018,8837,9135,R,0.0067,4,24.6229,4,0.0038,4,0.0439,3,-0.0034,1,0.0996,4,20,A
011212006032,1206032,Iwanowice,6,2,2014,2019,8924,9164,R,0.0053,4,18.6961,4,0.0010,4,0.0570,4,-0.0026,1,0.0997,3,20,A
011212006032,1206032,Iwanowice,6,2,2015,2020,8970,9215,R,0.0054,4,28.6798,4,0.0025,4,0.0208,3,-0.0002,0,0.1081,3,18,B
011212006032,1206032,Iwanowice,6,2,2016,2021,9014,9265,R,0.0055,4,30.8022,4,0.0013,4,0.0208,3,0.0001,0,0.1079,3,18,B
