teryt_id,name,year,group,base_area,base_perimeter,box_area,box_perimeter,rect_area,rect_perimeter,circ_radius,circ_area,conv_area,conv_perimeter,schwartzberg_radius,schwartzberg_circumference,schwartzberg,polsby_popper,reock,box,rectangle,convex_hull
1814032,Gać,2006,artificial_surfaces,2693390.982121,17745.423632,8677799.210814,13456.124772,8401829.408201,13371.226309,2508.721150,19772184.538494,5140929.789977,10976.719139,925.922771,5817.744347,0.327845,0.107482,0.136221,0.310377,0.320572,0.523911
1418032,Lesznowola,2006,artificial_surfaces,4671806.151995,34040.501358,24997315.774266,20952.952469,20100661.091175,20177.100742,3724.186913,43572533.454529,14081238.158057,16984.437191,1219.459751,7662.091591,0.225088,0.050664,0.107219,0.186892,0.232421,0.331775
0417011,Wąbrzeźno,2006,artificial_surfaces,3948898.425063,21180.232674,13706118.542695,14818.003465,11090630.678494,13326.912480,2019.490438,12812488.101621,8606109.269017,11198.055103,1121.148254,7044.382239,0.332592,0.110618,0.308207,0.288112,0.356057,0.458848
1461011,Ostrołęka,2006,artificial_surfaces,13041726.900112,33367.526577,32698138.858606,22895.740000,24021403.757419,20333.787834,3371.094943,35701942.059851,18516288.795756,17137.129273,2037.476529,12801.842589,0.383662,0.147196,0.365295,0.398852,0.542921,0.704338
1414043,Nasielsk,2006,artificial_surfaces,3007093.849348,17413.364133,10901632.713399,13566.380000,9321207.719897,12971.700213,2168.588035,14774200.458259,6182992.051547,10663.905625,978.359699,6147.215287,0.353017,0.124621,0.203537,0.275839,0.322608,0.486349
1435022,Długosiodło,2006,artificial_surfaces,842226.704901,5944.457816,1887150.047998,5832.320000,1806801.392080,5766.593041,982.830601,3034640.243835,1218685.972950,4731.633066,517.773200,3253.264962,0.547277,0.299512,0.277538,0.446296,0.466142,0.691094
0410013,Kcynia,2006,artificial_surfaces,1823388.555202,9307.825359,5173931.019600,9473.200000,4270974.486889,8689.932292,1518.100028,7240201.435401,3188750.035554,7265.715495,761.841587,4786.791865,0.514276,0.264480,0.251842,0.352418,0.426926,0.571819
1004032,Góra Świętej Małgorzaty,2006,artificial_surfaces,948695.458448,12992.693536,9622004.755805,15334.220000,2926905.157631,13443.429937,3127.033682,30719559.999396,2255766.806644,12731.308186,549.526290,3452.775511,0.265747,0.070622,0.030882,0.098596,0.324129,0.420565
2811012,Janowiec Kościelny,2006,artificial_surfaces,370685.884700,4185.139984,907460.745401,3850.420000,892757.748589,3833.370225,585.809500,1078109.054262,578813.672500,3137.710636,343.501065,2158.280846,0.515701,0.265948,0.343830,0.408487,0.415214,0.640424
0602073,Józefów,2006,artificial_surfaces,1566185.876999,9994.117900,4802593.943705,8799.640000,3556646.082654,8327.837659,1482.760292,6907036.757832,2291802.922952,6782.038872,706.068303,4436.357986,0.443897,0.197044,0.226752,0.326112,0.440355,0.683386
0401082,Waganiec,2006,artificial_surfaces,971368.614100,9680.105419,3689134.776002,7714.380000,2392467.691712,6599.717340,1140.250724,4084609.906067,2035166.464452,5824.518554,556.054164,3493.791352,0.360925,0.130267,0.237812,0.263305,0.406011,0.477292
