fid,teryt_id,area
314,3212062,288123.303050041
315,3212062,354693.182949767
316,3212062,255382.688099876
317,3212062,408153.27655042
318,3212062,384184.075699747
319,2404132,16377.8520434052
320,2404132,3866934.30117194
321,2404132,685936.601800442
322,2404132,138489.263423051
323,2404132,4543344.68972065
324,2404132,477021.677279341
325,2404132,545671.745037049
326,2404132,377.39238108974
327,2814082,504952.473971937
328,2814082,296965.845749736
329,2814082,264966.614749745
330,2814082,286894.218050189
331,2814082,381633.048149079
332,2814082,376670.072399572
333,2814082,250502.337850153
334,2408042,3180.20045254007
335,2408042,739933.521230116
336,2408042,854090.628097832
337,3214042,533336.055950567
338,3214042,269552.894550294
339,3214042,313314.067248613
340,3214042,256106.270200938
341,3214042,4011.96030257642
342,3214042,436849.344548494
343,3214042,398753.345049739
344,3214042,251301.283850104
345,3214042,337176.870400041
346,3214042,404212.651400506
347,3214042,255903.339150041
348,3214042,357845.855749533
349,3214042,712765.510049909
350,3214042,293412.481750011
351,1207062,439527.548399091
352,1207062,351320.738500208
353,0603062,319218.417899609
354,0603062,271248.705549777
355,0603062,264488.056200117
356,0603062,10362.717807129
357,0603062,1634776.33814871
358,0603062,323758.020249993
359,1209042,3024216.21059823
360,1209042,119018.75643735
361,3022023,630471.41605063
362,3022023,462967.285050467
363,3022023,265378.627150357
364,3022023,340021.231149614
365,3022023,932179.767850697
366,3022023,257178.787400186
367,3022023,323042.407799602
368,3022023,208.789197940379
369,3022023,1619.44763915241
370,0603022,263009.391149819
371,0603022,264414.564699709
372,0603022,545168.00119859
373,0603022,251800.463999748
374,0603022,996083.575700104
375,0603022,303080.0847013
376,3021172,297152.418800056
377,3021172,463687.715651043
378,3021172,255093.78255111
379,3021172,1882156.41115116
380,3021172,403398.32614994
381,3021172,216953.057938471
382,3021172,276762.80454959
383,3021172,5568129.78512695
384,3021172,782035.978350818
385,3021172,296719.206300557
386,3021172,394533.39904964
387,3021172,1294734.11780581
388,2811032,396064.045650691
389,2811032,257862.538500071
390,2811032,910908.99330017
391,2811032,257057.031349227
392,2811032,258657.919850577
393,2811032,263995.190749586
394,2811032,366592.867950119
395,2811032,256522.902500339
396,2811032,296399.91514942
397,2008043,315607.749850154
398,2008043,1858225.91044897
399,2008043,260924.064799786
400,2008043,256998.53854996
401,3027022,444416.570148826
402,3027022,535517.353851497
403,3027022,368637.291300416
404,3027022,556870.340700448
405,0416052,255493.90235129
406,0416052,252956.88075003
407,0416052,1256431.57409839
408,0416052,13316.243861869
409,0416052,2513.0277700536
410,2404142,286122.705071447
411,2404142,284469.125559501
412,2404142,433543.383999825
413,2404142,283302.012650415
414,2404142,187559.91473943
415,2404142,282639.172800452
416,2404142,1438030.15623777
417,2404142,398356.579750001
418,0803042,255974.481750034
419,0803042,305876.090999961
420,0803042,1142840.14299798
421,0803042,259865.878099926
422,0803042,309610.490300298
423,0803042,259867.266950175
424,0803042,270088.136250794
425,2814093,346977.605949596
426,2814093,267134.208400264
427,2814093,256553.518800378
428,2814093,336403.2784006
429,2814093,300483.999849372
430,2814093,503530.124300301
431,2814093,252582.498900428
432,2814093,437337.951300502
433,2814093,257111.870649874
434,2814093,378396.933950782
435,2814093,390805.358299429
436,2814093,348175.098100126
437,2814093,271821.999300152
438,2814093,251165.367999911
439,2814093,2165307.46654948
440,2814093,373677.734948687
441,3214011,535805.478248358
442,3214011,316117.405369423
443,3214011,47516.6923856586
444,3214011,10692115.7131518
445,3214011,438615.545700639
446,3214011,264079.456138968
447,0603032,325357.377150297
448,0603032,299865.439149499
449,0603032,365734.330549568
450,0603032,222675.087086864
451,0603032,407680.075650215
452,0603032,448420.577837557
453,0603032,32346.7777740359
454,0603032,343338.920349892
455,0603032,635896.776726797
456,0603032,389292.822400093
457,0603032,1869.52104866505
458,0603032,528510.977750719
459,0603032,338313.401949301
460,0603032,285142.356549919
461,0603032,669405.776451766
462,0603032,740052.647199273
463,0603032,2289119.45376334
464,0603032,241460.705943117
465,0603032,65468.1291684359
466,0603032,121568.618357971
467,0603032,874480.127198964
468,0603032,65474.9548934251
469,0603032,1040981.59079957
470,0603032,413706.585950136
471,2408052,1248438.51400059
472,2408052,50409.6316936091
473,2408052,163.863700732589
474,2408052,52783.7835511267
475,2408052,1957350.57198008
476,1811011,13439109.4947866
477,1811011,3955.1291642189
478,1811011,513.223776655272
479,1811011,2454.32713419572
480,1811011,378283.218150526
481,1811011,634.587467901409
482,3212033,1588971.92715168
483,3212033,250718.122499347
484,3212033,262271.595699489
485,3212033,405280.563512236
486,3212033,301213.867149353
487,2208011,7256429.50168452
488,2208011,232064.61288356
489,2208011,593.199967592955
490,1209092,2264151.15080005
491,1609132,80219.7441407838
492,1609132,9052.75440046191
493,1609132,931412.571849704
494,1609132,274329.319700152
495,1609132,357927.466800392
496,1609132,307347.599850744
497,1609132,423292.358050227
498,1609132,295356.029950157
499,1609132,588678.704149984
500,1609132,1106.48667419888
501,1609132,27865.8035423905
502,1609132,14519.6112164855
503,1609132,2552.84925817698
504,1609132,312126.673349857
505,1609132,438874.230450153
506,1609132,306448.201050282
507,1609132,367101.509800285
508,1609132,495066.870500982
509,2008013,256323.828049898
510,2008013,273623.239199981
511,2008013,252682.200800002
512,2008013,321396.47279948
513,2008013,381728.758501083
514,2008013,262372.044050217
515,2008013,1352630.19820157
516,2008013,318843.545500994
517,2008013,332968.428150117
518,2008013,253050.578449674
519,2008013,300815.980250567
520,2604062,18486.1781117469
521,2604062,932896.374597833
522,2604062,513135.284245431
523,2604062,129295.625930607
524,2604062,0.8845898155123
525,2604062,1148755.00610316
526,2604062,428324.602998942
527,2604062,505.255409143865
528,2604062,356556.263549358
529,2604062,437599.181699783
530,2604062,1187152.94409846
531,2604062,652350.064749271
532,2604062,266772.45840019
533,2604062,588871.68951869
534,2604062,256450.106250137
535,2604062,252942.448550016
536,0808012,2401.50685840845
537,0808012,486.50975747034
538,0808012,21350.3443390788
539,0808012,403028.775850058
540,0808012,398552.384599596
541,0808012,277956.516850084
542,0808012,254501.176849931
543,0808012,481488.071150184
544,0808012,265312.231200755
545,0808012,617963.926799774
546,3027033,1062903.26259878
547,3027033,36934.4361799806
548,3027033,274907.078799978
549,3027033,525810.340150535
550,3027033,119687.614592077
551,3027033,424.735812187195
552,3027033,284531.35395062
553,3027033,424212.190550864
554,3027033,277247.989299953
555,3027033,731666.668449923
556,3027033,257112.488500051
557,3027033,419243.705749273
558,3212042,289631.263200492
559,3212042,311533.906399727
560,3212042,473238.758499324
561,3212042,370946.024249315
562,3212042,322695.1197
563,3212042,380071.143299192
564,3212042,1173780.13289967
565,3212042,266566.724500179
566,3212042,260827.961799711
567,3212042,262430.763649344
568,3212042,254170.432449669
569,3212042,520904.717797861
570,0616062,316717.674199939
571,0616062,376160.217450641
572,0616062,280779.284600481
573,0616062,1425521.33430061
574,0616062,569209.177448943
575,0616062,508497.247350283
576,0616062,249311.889850929
577,0616062,209.825117573142
578,0803012,287258.622449115
579,0803012,433414.432399303
580,0803012,451841.811000139
581,0803012,452522.765349269
582,0803012,391728.159150645
583,0803012,838605.017500043
584,0803012,252946.009049982
585,0803012,292545.185000032
586,0803012,260018.033149481
587,2814063,255124.391500086
588,2814063,414562.263249859
589,2814063,1049066.55429977
590,2814063,250940.558149695
591,2814063,301438.393150426
592,2814063,340023.263100266
593,0406012,301916.254399367
594,0406012,292450.049150288
595,0406012,367153.216721386
596,0406012,51481.9907413051
597,0406012,976130.818351002
598,0406012,433623.476050586
599,0406012,365303.771349967
600,0406012,367593.938099891
601,0406012,4001.47684052587
602,0406012,261553.251549717
603,0406012,252709.019449964
604,0406012,84311.6441995725
605,0406012,2287.30527001619
606,0406012,381285.921149671
607,0406012,8269.21744322032
608,2408021,224099.752477407
609,2408021,634502.75020045
610,2408021,261035.986549854
611,2408021,3146581.49400744
612,2408021,1641.44100444019
613,2408021,6148.93993944768
614,2408021,3541.77717854083
615,2408021,7725853.69639465
616,2408021,350748.277499378
617,2408021,257746.134749919
618,2408021,1258910.08082472
619,2408021,399657.824099699
620,0603042,382332.921650887
621,0603042,274064.241349548
622,0603042,294261.751000583
623,0603042,261124.408499748
624,0603042,697029.159748867
625,0603042,579298.368948862
626,0603042,329541.138999499
627,0603042,1193486.73324943
628,0603042,797551.117085874
629,1420052,320154.645100318
630,1420052,777036.515751362
631,1434052,463379.542750418
632,1434052,7607.55693668127
633,1434052,771.931375980377
634,1434052,397148.124300063
635,1434052,2090.31334544718
636,1434052,182.017543375492
637,1434052,285187.591399789
638,1434052,1753528.84500015
639,1434052,418050.005451173
640,1434052,367601.06864959
641,1434052,2866.73535278812
642,1434052,252450.254829146
643,1434052,274555.654600054
644,1434052,706405.385100245
645,1434052,260479.627600335
646,1434052,1412980.25380316
647,1434052,418485.493649736
648,1434052,590008.914900303
649,1434052,368539.463750184
650,1434052,488167.913448974
651,2818012,778931.343000904
652,2818012,264489.969299406
653,2208021,2522325.46689909
654,3214023,274386.310949624
655,3214023,317148.025049105
656,3214023,1549245.15150006
657,3214023,312514.981549799
658,3214023,445286.710849822
659,3214023,351910.82184957
660,3214023,256867.549550354
661,3214023,256831.93425031
662,3214023,340509.263100117
663,3214023,275487.131950334
664,3214023,270306.728799865
665,0406022,20944.5545679852
666,0406022,253771.834949851
667,0406022,275177.747508645
668,0406022,264213.351899713
669,0406022,548393.990399361
670,0406022,464248.558449753
671,0406022,296786.879099295
672,0204032,257729.455300046
673,0204032,277890.01109992
674,0204032,295139.569200099
675,0204032,395461.406150043
676,0204032,651710.729151644
677,0204032,435514.411900423
678,0204032,483163.831050575
679,0204032,258030.923350483
680,0204032,288389.636698991
681,0204032,481080.593851626
682,0204032,12.5989408120513
683,0204032,349497.168551028
684,0204032,320898.666000634
685,2604073,526032.815483399
686,2604073,418417.128500344
687,2604073,879430.832998797
688,2604073,215191.490165085
689,2604073,270067.224516541
690,2604073,1104636.05450052
691,2604073,171484.110487819
692,2604073,107.453211382031
693,2008022,251628.394599319
694,2008022,289387.774849713
695,2008022,704783.177450955
696,2008022,261113.61095044
697,2008022,268114.758650541
698,2008022,257894.736199804
699,1811073,1027467.61144733
700,1811073,2099970.5402798
701,1811073,2110469.90465367
702,1811073,364864.653349996
703,1811073,273969.529450059
704,1811073,2013008.44734997
705,1811073,688522.5720011
706,1811073,2546.07816927042
707,1811073,1404.52972993255
708,1811073,11.43679931527
709,0803023,377508.406549752
710,0803023,265389.698700085
711,0803023,251472.206900403
712,0803023,255147.320849851
713,0803023,256739.506550832
714,0803023,262628.507050514
715,0803023,257734.041299745
716,0803023,324942.514550209
717,0803023,292623.095500231
718,0803023,3917012.00270039
719,0803023,615551.082799643
720,0803023,325842.951100163
721,0803023,331597.770999447
722,2814072,251881.650050108
723,2814072,338479.248199552
724,2814072,262276.76344946
725,2814072,1021490.13620086
726,2814072,253905.198200196
727,2814072,256602.901399925
728,2814072,21761.2729580551
729,2814072,383307.896649338
730,2814072,914.59778803587
731,2814072,383279.326485254
732,2814072,256902.947699875
733,2604033,2226126.50219849
734,2604033,294616.711999416
735,2604033,763658.370851502
736,2604033,623152.88475062
737,2604033,983128.825600579
738,2604033,284988.458950624
739,2604033,289361.969400167
740,2604033,416416.022598773
741,2604033,288786.394149646
742,2604033,373207.725603372
743,2604033,280287.35412395
744,2604033,432585.147699982
745,2604033,386149.328300029
746,2604033,295909.224150181
747,2604033,397642.677850544
748,2604033,431456.672251403
749,2604033,854802.194800168
750,2604033,121246.4038059
751,2604033,18444.4866240304
752,2604033,65072.5435439774
753,2604033,175.705346740782
754,2604033,4859.48732268065
755,2604033,3730.03662322089
756,2408031,767561.042949826
757,2408031,429173.105100751
758,2408031,31168.0272808373
759,2408031,222002.727163166
760,2408031,2180359.68478865
761,2408031,599070.633400083
762,2408031,314463.937250078
763,2408031,319885.547600001
764,2408031,429638.591998547
765,2408031,814828.117949985
766,2408031,382779.027450666
767,0603092,593901.828049257
768,0603092,259323.733249962
769,0603092,298821.794750199
770,1420062,256968.702600904
771,1420062,270246.73115027
772,1420062,566006.160148978
773,1420062,251844.440049857
774,1420062,318677.7685498
775,1434062,313462.990600675
776,1434062,287600.655699566
777,1434062,487045.823499501
778,1434062,163348.481978565
779,1434062,533652.053650498
780,1434062,97204.9754943848
781,1434062,643777.879050136
782,1434062,259481.647916853
783,1434062,951402.386050671
784,1434062,297364.225949854
785,1434062,360733.4417997
786,1434062,433894.801449627
787,1434062,435507.938200131
788,1209073,153101.414267906
789,1209073,2743319.5416458
790,1209073,2254298.49691667
791,1209073,260156.343187657
792,1609112,398652.43274951
793,1609112,355425.668399513
794,1609112,404061.332749364
795,1609112,677447.59274888
796,1609112,1257829.56485045
797,1609112,727528.134301245
798,1609112,5069.35098366439
799,1609112,371020.207749397
800,3022053,33693.5074211657
801,3022053,595279.432100832
802,3022053,252059.329394847
803,3022053,5206703.80829718
804,3022053,311514.163399879
805,3022053,368175.56310001
806,3022053,351136.754650384
807,3022053,515847.472302049
808,3022053,559866.11985828
809,3022053,409133.878850088
810,3022053,916073.829601869
811,3022053,1050610.31904943
812,3022053,259909.190300703
813,0406033,322103.344900995
814,0406033,883508.897151053
815,0204043,266403.24334988
816,0204043,256414.798399329
817,0204043,350850.269250542
818,0204043,1291219.63934864
819,0204043,338115.894900501
820,0204043,255673.190949932
821,0204043,263317.847499669
822,0204043,272195.891349524
823,0204043,254992.064450625
824,0204043,269758.607049376
825,0204043,263282.241150737
826,0204043,283548.094700089
827,0204043,353421.011099339
828,0204043,545581.217200547
829,0204043,273922.88170056
830,0204043,469.425732135773
831,0204043,2.81242328276858
832,0204043,260112.358700171
833,3014033,445896.76654996
834,3014033,251047.273199856
835,3014033,254573.222949915
836,3014033,4302300.5102531
837,3014033,259887.913550496
838,3014033,316766.257649988
839,3014033,362319.721300349
840,3014033,260530.115250379
841,3014033,348432.922700405
842,3014033,254194.908100307
843,3014033,265561.649299949
844,3014033,298055.023199387
845,3014033,261390.975600362
846,1811083,292392.607899994
847,1811083,1949276.57069635
848,1811083,984868.011900783
849,1811083,1244471.76239842
850,1811083,442805.993950516
851,1811083,467816.929676525
852,1811083,852406.5577478
853,1811083,578232.433627449
854,1811083,638688.046700478
855,1811083,1080731.82215089
856,1811083,467203.15759778
857,0402082,557118.281850711
858,0402082,501934.483750254
859,2604043,692123.947649688
860,2604043,24265.7212718427
861,2604043,286302.471750431
862,2604043,258803.250550032
863,2604043,378007.14069996
864,2604043,869318.729149491
865,2604043,332091.162449837
866,2604043,723228.995149672
867,2604043,405691.248849899
868,2604043,3097815.38260001
869,2604043,932024.244950593
870,2604043,608336.996700123
871,3029022,456907.395399958
872,3029022,353483.187750742
873,3029022,263156.711300671
874,3029022,277518.070399761
875,3029022,459316.809650064
876,3029022,260926.227799356
877,3029022,270420.493600551
878,3029022,261386.238250211
879,3029022,292790.301549911
880,3029022,267707.121649981
881,3029022,770529.14040044
882,3029022,372255.807750821
883,3029022,552691.616050214
884,3029022,474433.012049735
885,3029022,281361.388399482
886,3214082,261865.140149951
887,3214082,258373.369350098
888,3214082,336155.370000392
889,3214082,881215.544749815
890,3214082,395233.446750224
891,3214082,3758.9800273478
892,1420032,1287570.26485183
893,1434031,5735855.72337654
894,1434031,5021.06782133877
895,1434031,2.78648938983679
896,1811042,969456.817894366
897,1811042,241279.517055348
898,1811042,325025.611299783
899,1811042,251365.099199504
900,1209082,373305.799300313
901,1209082,3789640.11860324
902,1609123,303171.435715622
903,1609123,298899.272049278
904,1609123,1060120.00129991
905,1609123,357476.026600093
906,1609123,255341.764149636
907,2604053,508063.275334194
908,2604053,412997.149880782
909,2604053,1069783.26892453
910,2604053,357.616686284542
911,2604053,940698.434733629
912,2604053,116904.29835704
913,2604053,587241.015093893
914,2604053,17.6553703099489
915,2604053,685418.866501033
916,2604053,472175.013349771
917,2604053,346921.703149348
918,2604053,290868.005200088
919,2604053,1913115.94344928
920,2604053,452886.029100731
921,2604053,538461.485601133
922,2604053,389745.331399739
923,0607011,85284.6355858746
924,0607011,587791.397555143
925,0607011,5381137.48789465
926,0607011,10787.4739382267
927,0607011,5297.67754784971
928,0607011,1216.14103674889
929,0607011,287.848159866408
930,0607011,417894.158909108
931,0607011,1687991.41600086
932,0206082,9021.50039947033
933,0206082,0.539684106595814
934,0206082,180.406684964895
935,0206082,15884.3574500605
936,0206082,346255.575000107
937,0206082,906612.933149703
938,0206082,3077880.64124873
939,0206082,1172837.94270036
940,0206082,394791.759199768
941,0206082,924736.748699792
942,0206082,8816.48368741944
943,0206082,1917.00822982751
944,0206082,161.138720408082
945,0206082,342.927855461836
946,0206082,2636.44836036861
947,0206082,7642.90202179551
948,0206082,74566.5184708089
949,0206082,592039.336411625
950,0206082,1380189.34830127
951,0206082,236490.086320534
952,3014043,262904.546050131
953,3014043,310001.145849764
954,3014043,1421876.23594941
955,3014043,273678.963400066
956,1415102,450318.117420776
957,1415102,648205.256449968
958,1415102,292571.959350795
959,1415102,864538.08414951
960,1415102,121387.408122115
961,1415102,285705.738682317
962,1415102,21074.4040790368
963,1415102,279532.869011683
964,1415102,278541.036600053
965,1415102,269447.422882929
966,1415102,254823.073750257
967,1415102,313660.841700017
968,1415102,391149.549349714
969,1415102,373046.762150019
970,1415102,726425.4975291
971,1811052,311258.930279645
972,1811052,2580519.61999775
973,1811052,1659417.17899254
974,1811052,1070183.38817373
975,1811052,1965463.45406139
976,1811052,246645.520880811
977,1811052,748527.518250406
978,1811052,6034.85140599683
979,1811052,314310.926399231
980,1811052,947986.540952673
981,1811052,7.29420367628336
982,1811052,481.424119234085
983,1811052,3364.07099808753
984,0402092,369681.844500184
985,3214053,276637.834150165
986,3214053,250814.61030063
987,3214053,307334.670349926
988,3214053,1631181.37220052
989,3214053,255836.757550091
990,3214053,309858.177299961
991,3214053,334975.339449778
992,3029033,314713.869245246
993,3029033,719910.263199389
994,3029033,277205.080699354
995,3029033,755200.783200093
996,3029033,821883.811599821
997,3029033,832556.679001421
998,3029033,311858.049150586
999,3029033,3581552.35374947
1000,3029033,268164.499800235
1001,3029033,299872.375133753
1002,3029033,502620.73335129
1003,3029033,250604.233900666
1004,3029033,560701.977049291
1005,3029033,322947.064949751
1006,3029033,335898.054150105
1007,3029033,341586.516148925
1008,3029033,327087.353649661
1009,3029033,500418.792350292
1010,3029033,27324.7948123962
1011,3029033,376162.570150495
1012,1062011,349448.407895695
1013,1062011,50944.3219158389
1014,1062011,19087609.035464
1015,1062011,1230742.02366644
1016,1062011,2344.74053907394
1017,1062011,603992.253521562
1018,1062011,173340.498775451
1019,0603072,399293.44648619
1020,0603072,261330.151149988
1021,0603072,286326.265749127
1022,0603072,369876.447200269
1023,0603072,251958.92650035
1024,0603072,335726.085849766
1025,0603072,1185405.46468641
1026,0603072,331308.986647978
1027,0603072,415340.283649981
1028,0603072,540891.540049769
1029,1262011,254914.187559884
1030,1262011,924929.290617015
1031,1262011,34995.8058762401
1032,1262011,64191.3666482419
1033,1262011,16313380.7281678
1034,1262011,3963.00465296209
1035,1262011,2081769.54654649
1036,1262011,798807.080934316
1037,1262011,1345.63568421081
1038,1420043,601096.050199196
1039,1420043,494334.99049972
1040,1420043,255979.912549391
1041,1420043,306729.480149806
1042,1420043,350624.022301666
1043,1434041,316714.168406427
1044,1434041,30985.8337242007
1045,1434041,5817844.32618283
1046,1434041,0.0142491129226983
1047,1434041,10778.0287923031
1048,1434041,43334.5072778463
1049,1434041,1496.98072384298
1050,1434041,227.794539093971
1051,1434041,374.221562869847
1052,1434041,34809.7872274369
