teryt_id,year,group,base_area,base_perimeter,box_area,box_perimeter,rect_area,rect_perimeter,circ_radius,circ_area,conv_area,conv_perimeter,schwartzberg_radius,schwartzberg_circumference,schwartzberg,polsby_popper,reock,box,rectangle,convex_hull
2415011,2012,artificial_surfaces,4868124.077915169,37519.36325890397,27084233.214627,20842.113755,24070438.359431,19627.376603,2946.886527,27282031.055677,17506515.384806,16034.769303,1244.818067498118,7821.422591815861,0.20846362817630462,0.043457084272428566,0.17843701108544052,0.17974014768437713,0.2022449282070427,0.27807498927743446
0221011,2012,artificial_surfaces,3492555.8632492796,30771.799894446813,21311193.783271,18782.276323,16645825.317398,17926.96836,3171.905198,31607508.979587,12061985.586744,14564.694813,1054.3789922610413,6624.858592373394,0.21528992828167123,0.046349753219527154,0.11049766261254149,0.163883633116362,0.20981572236006257,0.28955065798516316
3023032,2012,artificial_surfaces,2039483.4573498294,20584.668226938655,37461123.123609,24837.2,34376129.48112,23778.047936,3908.999437,48004404.718181,29477905.272601,21318.539176,805.7218795482397,5062.49987525062,0.24593546125875615,0.06048425110455715,0.04248534002917035,0.05444266715176226,0.059328478456830085,0.06918685159238502
3064011,2012,artificial_surfaces,149159206.87029505,308730.70058891154,443412711.738443,84230.207625,416536531.044866,82995.723981,12470.080886,488526822.620951,304811761.91976,66169.682377,6890.489834703198,43294.22448867743,0.14023297458300263,0.019665287160397064,0.3053244979877553,0.3363891086601955,0.358093938354302,0.4893485931476633
2404052,2012,artificial_surfaces,9709667.1083933,92226.6840230429,178772737.744015,53600.08,138755021.703746,47254.063562,7424.909572,173193747.800221,110963545.726097,40886.593044,1758.033854098142,11046.052481593746,0.1197706780700679,0.014345015325363848,0.05606245740229262,0.05431290716315253,0.06997705012164736,0.08750321598735403
0203062,2012,artificial_surfaces,2363418.083309834,21832.241696532616,90787694.448797,38307.72,47038444.248869,31404.193568,5962.833636,111700536.218781,42678402.292318,28910.854403,867.3519130681998,5449.7327963442185,0.2496185628619961,0.06230942692528828,0.021158520480875326,0.0260323615183638,0.050244393092712884,0.05537737957297532
0810011,2012,artificial_surfaces,3248623.9425976463,21260.656070660196,16098275.91987,16049.187124,13533658.876584,15136.832183,2343.371301,17251707.51486,9883178.836342,12456.250564,1016.8918907249649,6389.320186793169,0.3005231901385424,0.0903141878110465,0.1883073857935163,0.20179949447803228,0.2400403299818965,0.3287023331655141
2605012,2012,artificial_surfaces,3501102.0256228894,39080.94348289767,99253486.358375,39880.859571,89048793.75129,38159.19664,6139.16714,118404657.873644,66149416.451269,32484.245379,1055.6682183782275,6632.95903897053,0.16972361585572263,0.0288061057791409,0.029568955212548348,0.035274348076615114,0.03931666986305664,0.05292717930780363
1817062,2012,artificial_surfaces,799051.3514004648,8651.88358434991,3936095.291697,7939.64,3029572.282873,7101.035576,1111.603795,3881949.791527,2211110.134599,5913.920917,504.3272198873328,3168.7813780068177,0.3662533536325796,0.13414151904711138,0.20583763168305966,0.20300609923901597,0.2637505485238693,0.3613801677705114
2005011,2012,artificial_surfaces,9654339.97878936,30065.841508721944,30751656.248907,22776.093578,28648886.038565,22254.651257,3612.581086,41000115.518177,18744531.82546,18034.35315,1753.0179291233906,11014.536495490473,0.36634718813026446,0.13421026225095142,0.23547104335618765,0.31394536608520074,0.3369883200971027,0.5150483388268053
3209022,2012,artificial_surfaces,5751116.074348152,42352.88569417927,104273342.600049,41696.360721,68206408.185141,38467.13186,7280.44541,166519758.484794,44476452.22912,31805.64407,1353.0103854204258,8501.214974135008,0.20072339428109767,0.040289881011725016,0.03453713917602951,0.05515423147416633,0.08431929238580038,0.12930698799268733
3007062,2012,artificial_surfaces,3689609.4765431806,36800.5966432612,57220930.877338,32000.058584,50067447.428016,30701.422563,5430.88992,92659909.748685,38824090.176537,26243.354791,1083.71544814176,6809.1849809278465,0.18502920066581915,0.034235805099031964,0.039818833048189346,0.06448006734550395,0.07369278175900383,0.0950340229421001
0615042,2012,artificial_surfaces,8042307.372034445,79807.61786476792,184868738.261045,54386.702467,178216842.142599,53410.098796,7994.370682,200779069.007949,128338739.778852,43865.009828,1599.9831074881213,10052.990352704901,0.12596529782081017,0.0158672562550854,0.04005550684028744,0.04350279797267971,0.045126528308696255,0.06266469022442184
2010062,2012,artificial_surfaces,4144760.89995097,36582.791808538816,110896887.707907,45904.8,107952907.173351,45656.61567,8139.562314,208138287.701619,74489501.117448,38300.29161,1148.6158497611023,7216.966230812553,0.1972776235499893,0.038918460753531295,0.019913495713449796,0.03737490731811986,0.038394157308754125,0.05564221585288782
1213062,2012,artificial_surfaces,13224088.261683356,107839.32328948137,152559337.426844,49975.699039,135258770.578002,46564.284253,7240.055891,164677289.566281,96560714.881079,38286.848265,2051.672008255908,12891.035417425157,0.11953928329854926,0.014289640251530821,0.08030304783684693,0.08668160523458379,0.09776880423482183,0.1369510186204577
0620052,2012,artificial_surfaces,4895151.69667615,54271.56858955453,105243445.512069,41125.199633,88564605.053966,37810.902226,5806.66299,105926132.1783,63833099.750326,31401.614314,1248.268873048341,7843.104642546957,0.1445159011684894,0.020884845690540596,0.046212880580180096,0.046512651432670825,0.055272099883394,0.07668673017326172
0210053,2012,artificial_surfaces,7221693.633000076,55183.24404192519,44254430.343931,26626.168478,39079848.899317,25005.579452,4053.376109,51615920.822212,35533797.41673,22663.540938,1516.1584608392554,9526.304564501226,0.17263038318776014,0.029801249199552893,0.13991213404629113,0.1631857777148057,0.184793284426601,0.20323450230511986
0608042,2012,artificial_surfaces,1914590.1222986802,17463.370233052803,49726639.130299,28207.68,44280640.33917,26775.680116,4274.998783,57414536.558276,28548605.8321,22287.302002,780.6618755373563,4905.043226251576,0.280876094407472,0.07889138040959515,0.03334678353373737,0.03850230290613183,0.04323763404579906,0.06706422490677
1216133,2012,artificial_surfaces,6017260.685812081,56597.39832144,80976632.818729,36218.193953,71155778.428227,34448.608032,5463.197501,93765629.754688,51841313.220317,28793.604079,1383.962992293884,8695.695938861227,0.1536412661492809,0.023605638663954178,0.06417341515814047,0.0743086057836225,0.08456461047477032,0.11607076117535294
0803063,2012,artificial_surfaces,5966627.979408078,67668.84098671043,208340276.818321,57794.004139,202983117.781779,57053.754934,8355.777554,219342915.700337,151003857.966043,47235.671135,1378.1279595982392,8659.03334716104,0.12796189828139065,0.016374247411776968,0.027202282601000872,0.02863885980439182,0.029394700626397013,0.03951308304155927
2604172,2012,artificial_surfaces,12512953.97678151,82283.35936508821,93674322.763467,40055.719013,69812406.811251,36654.647614,6545.062955,134579071.992647,54634392.478817,30728.195942,1995.7447121744638,12539.633852415944,0.15239574501058048,0.023224463097329867,0.09297845342153334,0.13357933751362613,0.17923682262684743,0.2290307150689571
0618112,2012,artificial_surfaces,10326871.116596673,130764.38589309646,281728090.990107,69349.243651,267215379.623,68493.121759,11351.275601,404798793.152698,175011193.018148,55976.520036,1813.0485845003059,11391.720227335069,0.08711638225906645,0.007589264057907787,0.02551112130589079,0.03665545413062592,0.03864624532901627,0.05900691800624326
1405011,2012,artificial_surfaces,8688841.858408723,25205.157633714112,21615754.018767,18615.704284,15431142.02967,16489.928022,2936.069081,27082104.646043,12884391.350023,14453.82997,1663.0526939995127,10449.268252003167,0.41456865312464275,0.17186716815358036,0.3208333315290642,0.4019680206790376,0.5630718608967749,0.6743696013543715
2603043,2012,artificial_surfaces,3449603.939800393,37737.67133614805,82409095.314006,36349.78,54160356.556471,31017.130852,5184.588697,84445884.740259,45413278.061967,26844.787497,1047.875487573318,6583.995867274317,0.17446746537769697,0.030438896475317886,0.04084987623033118,0.04185950502983023,0.06369241561775205,0.075960249667363
2002152,2012,artificial_surfaces,2182957.5119834393,22309.630665604887,69520872.588805,33562.62,65965215.721011,33742.410965,5586.72342,98053751.78172,47577566.723072,27408.249275,833.580804231659,5237.542661495303,0.23476599590553085,0.055115072833515744,0.022262865747788803,0.031400030389361976,0.03309255473696771,0.04588207557333629
2411082,2012,artificial_surfaces,4733713.224418446,46531.134547622976,89502856.304912,38087.801761,83552114.282216,36928.741133,5510.00338,95379184.141646,57000981.679654,29636.638841,1227.5128177299578,7712.690500735484,0.16575333001695491,0.027474166411709574,0.04963046462411012,0.05288896265267744,0.056655816134457936,0.08304617016987452
2610032,2012,artificial_surfaces,5386635.620831236,53637.87980551609,30047667.661586,22572.835287,29899280.810169,22523.294455,3543.902079,39456022.225964,22947382.525824,18470.469235,1309.4347526243312,8227.421198399534,0.15338826270223735,0.023527959134810584,0.1365225209470448,0.1792696751541119,0.18015937089025885,0.23473856396342144
2404063,2012,artificial_surfaces,7213107.744211242,65833.00648689836,151368244.972806,49609.73486,117696881.565832,44395.70505,7501.361702,176778761.264461,89310645.353986,37326.816402,1515.256910590181,9520.639957222556,0.14461803379915955,0.020914375699934852,0.040803022334908394,0.04765271438211568,0.06128546184273113,0.08076425509659936
